-8.375374281026729761e+00,1.199845749470312057e+02,-1.178055392049788175e+01
-1.022729287268614939e+01,1.192010928362660280e+02,-1.075145691898204703e+01
-9.571539591505811018e+00,1.215958844280444566e+02,-1.132609614040370616e+01
-7.534805055619003156e+00,1.222617614263046590e+02,-1.211860612430480799e+01
-8.847091329253530034e+00,1.238989281580831232e+02,-1.181904739112751912e+01
-1.046284265345506270e+01,1.233169345363609608e+02,-1.059649940100071674e+01
-1.096667601764355737e+01,1.209657265836362257e+02,-9.829994574713989408e+00
-9.147811108240446742e+00,1.175724773942561256e+02,-1.135351334219477337e+01
-6.975516833387246152e+00,1.184415538659140879e+02,-1.200733877831910767e+01
-6.078663698164852747e+00,1.206543524737053588e+02,-1.223788440312875636e+01
-1.079819946581680057e+01,1.169759554827810319e+02,-9.941977568283466127e+00
-1.130198838233341974e+01,1.187410646858588450e+02,-8.933040334782422320e+00
-5.249351463955214570e+00,1.228845508529026915e+02,-1.241383117026195393e+01
-6.869727118048736259e+00,1.245652804457030385e+02,-1.235864556565283578e+01
-7.713896059735056099e+00,1.264827885201121802e+02,-1.231731182525657609e+01
-9.540628619309316605e+00,1.257916832193717056e+02,-1.153095629339246031e+01
-1.076898875719650306e+01,1.253449514084338574e+02,-1.022308023304357683e+01
-1.134552411025791230e+01,1.227115696044266997e+02,-8.784418531067384350e+00
-1.157163529649676548e+01,1.204813838514705679e+02,-7.875434904902675726e+00
-9.921869596420961557e+00,1.153113917960124297e+02,-1.075221177435105702e+01
-7.760065172027559299e+00,1.160413153699969513e+02,-1.177101240363505319e+01
-5.662614953457385525e+00,1.167893726530984964e+02,-1.209575497074486528e+01
-4.731257128657894384e+00,1.189841308216915365e+02,-1.223773723597721386e+01
-3.779327242696552958e+00,1.212754706679355081e+02,-1.232372618931348285e+01
-1.125421700693610205e+01,1.148843219985740376e+02,-8.906295519817245321e+00
-1.155549890836389437e+01,1.167662765160054335e+02,-7.859737425154301960e+00
-1.168600140388658559e+01,1.186113149067604411e+02,-6.785106441014908896e+00
-4.852857253799257364e+00,1.251205040151151735e+02,-1.251187545762916287e+01
-2.948468127509585202e+00,1.235500768204366722e+02,-1.245043482849859373e+01
-5.652372347048647327e+00,1.272581999997713496e+02,-1.258678276132260976e+01
-7.143223718878758177e+00,1.289436003391218151e+02,-1.253787770916041922e+01
-9.047815847617556528e+00,1.281618970089668608e+02,-1.195185082174727853e+01
-1.043148711322535860e+01,1.275392087139466923e+02,-1.076257593840240290e+01
-1.128197680871431885e+01,1.270330330476379288e+02,-8.967203402885314034e+00
-1.140577253874712937e+01,1.247328357848508631e+02,-8.539559774652165203e+00
-1.165972214899301207e+01,1.222067357942374457e+02,-6.856246766490030176e+00
-1.166692928748812363e+01,1.241497513375609003e+02,-6.692113772520209558e+00
-1.176385417407224310e+01,1.205596925702870692e+02,-5.741741706972787185e+00
-1.065295146413716765e+01,1.131975931011260883e+02,-9.933109652361004294e+00
-8.682230588185120723e+00,1.138883184025101514e+02,-1.138742793618625626e+01
-6.341566498903553395e+00,1.142532151870753410e+02,-1.191411345406556244e+01
-4.421356900351270269e+00,1.151244552947611908e+02,-1.206642704108027608e+01
-3.448777301111292104e+00,1.171408513259188027e+02,-1.214473662852070035e+01
-2.725950084580780697e+00,1.192735518828184098e+02,-1.220949332853707503e+01
-1.833931924413136016e+00,1.215253546277642016e+02,-1.229391316853073057e+01
-1.169785856109706401e+01,1.147893644326243390e+02,-6.838744368883983071e+00
-1.157113570750033915e+01,1.128455661293037480e+02,-7.813800831324539509e+00
-1.178022121883510920e+01,1.166954829890007090e+02,-5.781418150007796797e+00
-1.183510409586386913e+01,1.185626394840630127e+02,-4.695145531222191693e+00
-3.198349315289618744e+00,1.259330289693981655e+02,-1.257687320371200101e+01
-1.334513415075214482e+00,1.256293786803614978e+02,-1.250232951255462766e+01
-7.300071963514653817e-01,1.235372958832733872e+02,-1.233058761112685531e+01
-5.076427656469903127e+00,1.296902512424472320e+02,-1.275786239960453550e+01
-3.777224078808288255e+00,1.279883759242203638e+02,-1.269307840324446346e+01
-6.539963660195802220e+00,1.313191369389772376e+02,-1.273452131631507456e+01
-8.627998296975164294e+00,1.305394977175960491e+02,-1.225004185235246901e+01
-1.013144211088619073e+01,1.296929463544236398e+02,-1.121931101470459247e+01
-1.113818945491765788e+01,1.291867985294213668e+02,-9.424086411510003813e+00
-1.160437326644689193e+01,1.263736356548965318e+02,-7.099171969853339981e+00
-1.157351402278376185e+01,1.287456591596245516e+02,-7.391711183867892387e+00
-1.180697418039571289e+01,1.229405034525036626e+02,-4.912591661932149023e+00
-1.176549040806825985e+01,1.254518368224650544e+02,-5.179925256459640082e+00
-1.186412123643426497e+01,1.207355506925135558e+02,-3.882171338144090100e+00
