Row,Estimate,Standard Error,t-statistic,p-value
Intercept,6.22688455115583e-14,8.0180731639059,7.76606102721379e-15,0.999999999999994
Tibia Shape Model PC1,1.0513088559667,0.015141807241268,69.430870385236,3.52937414676639e-29
Tibia Shape Model PC2,-0.00911117037555264,0.0948092445187143,-0.0961000208556054,0.924239094696427
Tibia Shape Model PC3,-0.216842141367835,0.126367866713875,-1.71595949988469,0.0990525064649645
Tibia Shape Model PC4,-0.133680650681735,0.147468926907527,-0.906500464098184,0.373682801470721
Tibia Shape Model PC5,0.195048414936893,0.148909104431863,1.30984882140731,0.20264701870192
