LC,-171.669,30.3873,-515.604
MC,-100.175,2.13173,-519.371
MM,-111.555,-10.4747,-884.802
LM,-165.087,21.1357,-902.598
FH,-173.606,51.6728,-528.144
TT,-152.553,-16.1686,-539.686
T1,-153.982,-11.0742,-535.852
T2,-155.291,-17.041,-557.236
T3,-151.396,-13.9975,-580.327
T4,-149.022,-12.1676,-607.6
T5,-146.987,-11.3616,-639.492
T6,-145.47,-9.61361,-674.172
T7,-147.113,-10.8804,-703.757
T8,-148.089,-8.29186,-735.506
T9,-148.179,-5.42551,-761.189
T10,-145.924,-5.26594,-798.816
T11,-145.386,-5.76102,-831.033
T12,-145.079,-9.97608,-861.859
F1,-173.66,48.3612,-567.493
F2,-171.891,47.478,-588.656
F3,-171.452,47.3362,-610.525
F4,-171.239,46.6203,-641.781
F5,-168.68,44.2876,-679.624
F6,-166.61,40.1075,-712.216
F7,-165.447,37.3068,-759.441
F8,-163.007,34.2724,-795.04
F9,-161.727,30.4085,-833.309
F10,-162.002,23.8493,-876.025
