LC,-128.402,20.9322,-492.858
MC,-60.8336,-3.57306,-500.574
MM,-110.799,-8.92989,-853.719
LM,-165.151,24.9352,-856.703
FH,-134.656,37.0561,-511.272
TT,-111.094,-18.015,-513.502
T1,-109.819,-14.4844,-508.188
T2,-114.579,-18.7122,-532.677
T3,-116.134,-15.5399,-551.633
T4,-115.695,-14.4339,-575.588
T5,-116.231,-14.587,-612.286
T6,-119.286,-12.1856,-641.762
T7,-122.609,-9.93988,-672.256
T8,-126.209,-8.09303,-696.37
T9,-132.703,-6.33528,-731.302
T10,-137.103,-4.51103,-776.518
T11,-140.377,-8.74383,-808.19
T12,-143.371,-14.0796,-828.227
F1,-139.228,35.9047,-518.393
F2,-136.696,36.1807,-545.507
F3,-139.627,36.1406,-574.6
F4,-140.968,35.5569,-611.248
F5,-141.966,34.7589,-642.12
F6,-144.121,32.4446,-674.072
F7,-148.092,30.1956,-721.902
F8,-150.408,27.3485,-760.837
F9,-152.396,25.4508,-794.493
F10,-157.732,23.4409,-836.63
