LC,-149.19232,25.24563,-514.09845
MC,-89.6101,-8.4673233,-513.52289
MM,-105.7486,-8.4336357,-831.14807
LM,-142.53252,35.392097,-844.8139
FH,-151.0201,50.761787,-515.68811
TT,-137.68973,-9.4661293,-531.12738
T1,-138.96204,-9.2107868,-539.62238
T2,-134.05774,-8.1570435,-552.9231
T3,-131.97714,-4.7282877,-578.56445
T4,-130.35925,-3.8704457,-605.89227
T5,-129.54884,-2.0154395,-639.75085
T6,-127.97525,-1.6098992,-664.76001
T7,-128.20963,1.9771396,-695.03973
T8,-127.10098,5.1450272,-725.84662
T9,-127.48414,5.6299205,-755.68024
T10,-128.75163,7.0551023,-777.43243
T11,-129.54695,6.4368606,-794.72412
T12,-131.37415,3.9978974,-813.38147
F1,-148.05463,50.38483,-546.91595
F2,-142.63257,52.263454,-574.07507
F3,-139.74269,53.154823,-612.55884
F4,-139.39948,52.334229,-641.67731
F5,-137.62283,52.036079,-675.80597
F6,-135.82376,50.86224,-705.87708
F7,-134.72598,48.860493,-739.23474
F8,-134.38774,45.989609,-768.97656
F9,-134.48552,41.093967,-796.70947
F10,-136.7014,37.412148,-821.57568
