LC,-148.118,24.6323,-551.838
MC,-83.5635,-3.25297,-558.541
MM,-93.0536,-10.2382,-928.328
LM,-134.955,26.8709,-943.265
FH,-146.88,51.2282,-570.413
TT,-133.485,-14.7623,-578.142
T1,-136.962,-11.0329,-577.765
T2,-132.791,-12.8785,-622.274
T3,-130.709,-11.3897,-648.093
T4,-129.313,-10.7489,-671.857
T5,-128.392,-9.74528,-701.271
T6,-128.662,-5.34134,-741.825
T7,-128.884,-3.82563,-781.457
T8,-126.054,0.570362,-817.286
T9,-125.226,0.47812,-843.526
T10,-124.619,-0.92816,-876.939
T11,-123.472,-3.56761,-896.381
T12,-127.1,-7.19046,-918.16
F1,-150.527,50.8815,-585.266
F2,-142.512,46.8927,-613.794
F3,-141.09,45.8073,-652.258
F4,-140.079,44.4533,-683.919
F5,-139.79,44.0328,-718.802
F6,-136.818,42.4644,-769.881
F7,-132.816,40.5667,-819.329
F8,-131.781,35.6694,-862.448
F9,-130.744,30.7904,-904.172
F10,-131.861,28.1552,-936.76
