LC,-132.70935,33.57988,-524.05096
MC,-73.626526,10.36776,-527.37335
MM,-81.740761,1.2730162,-870.03918
LM,-109.20514,43.81144,-882.54138
FH,-130.17595,53.38184,-541.75989
TT,-121.37497,-0.67663378,-545.56842
T1,-118.49938,2.64376,-537.93176
T2,-120.03958,-0.20653583,-562.47406
T3,-116.46471,4.5288997,-583.75366
T4,-113.76936,7.2161679,-610.00592
T5,-110.07838,8.507185,-628.79333
T6,-107.50342,9.959156,-658.6991
T7,-107.34915,10.959711,-683.47961
T8,-106.91126,13.405167,-713.22839
T9,-107.75212,15.691753,-739.37769
T10,-104.24846,16.673557,-780.24847
T11,-102.15611,15.119075,-815.02246
T12,-103.08416,11.7829,-846.15344
F1,-126.80799,50.919674,-568.81384
F2,-123.27032,52.638454,-591.56879
F3,-118.29215,53.472187,-618.17584
F4,-112.75031,53.235775,-642.6958
F5,-110.56461,53.290031,-669.29712
F6,-108.17375,53.347656,-698.37317
F7,-104.90523,52.424374,-733.88501
F8,-104.06415,49.589947,-770.21191
F9,-102.96705,47.373779,-802.85822
F10,-104.70551,42.217342,-843.97455
