LC,-152.57323,25.779768,-511.24945
MC,-89.102417,14.890471,-509.86676
MM,-103.01731,-4.5045471,-855.61432
LM,-141.63928,37.057373,-863.82123
FH,-165.07532,38.897903,-525.8941
TT,-132.34413,-5.185658,-524.50684
T1,-131.83627,1.5272548,-516.82837
T2,-132.27879,-5.1638327,-537.20679
T3,-130.66682,-4.1087832,-557.22772
T4,-129.77757,-3.6371505,-583.6543
T5,-129.77022,-3.8953855,-609.88916
T6,-130.02057,-3.7009807,-636.78876
T7,-130.37024,-3.617429,-661.82318
T8,-130.75035,-3.5549242,-688.67438
T9,-131.56671,-2.2317247,-717.99084
T10,-130.79857,0.033744227,-757.04846
T11,-129.04858,0.90644491,-790.73926
T12,-130.74513,-0.10809167,-820.82318
F1,-158.8611,41.478317,-545.48627
F2,-155.86807,43.963093,-572.91345
F3,-153.01553,43.925789,-597.26184
F4,-149.64699,41.6134,-625.63989
F5,-149.86031,41.486588,-649.58942
F6,-147.26758,41.19228,-678.49677
F7,-143.1563,39.658401,-714.32092
F8,-142.12123,36.963528,-755.63831
F9,-139.27222,35.962452,-802.42615
F10,-140.20079,34.387867,-839.83661
