LC,-166.86526,27.864847,-516.99304
MC,-100.94336,-3.4714282,-524.85199
MM,-108.1249,-8.9492826,-887.30359
LM,-156.28268,33.626816,-898.58002
FH,-175.35667,38.393715,-543.07458
TT,-153.86618,-20.056946,-535.52032
T1,-153.98953,-21.120274,-538.99683
T2,-155.67953,-21.000141,-554.95203
T3,-156.44196,-17.796377,-575.43677
T4,-153.44208,-16.94025,-606.77478
T5,-153.93593,-16.51469,-625.96515
T6,-153.24944,-14.891199,-659.13831
T7,-153.4976,-14.15847,-687.62878
T8,-155.36464,-10.953651,-713.56708
T9,-152.42795,-7.9476252,-742.12646
T10,-145.74133,-5.0877528,-776.02533
T11,-143.11595,-1.9821897,-816.00049
T12,-143.33705,-0.337598,-849.67688
F1,-167.0798,42.962006,-566.06213
F2,-164.64613,43.178383,-591.42474
F3,-161.66577,45.064812,-612.23114
F4,-159.03116,45.02346,-635.83545
F5,-158.69585,45.5765,-663.401
F6,-156.14354,44.400715,-696.7262
F7,-153.13757,42.481747,-735.65662
F8,-150.94604,41.303513,-775.09052
F9,-151.92616,35.567554,-818.58368
F10,-151.24197,33.551414,-860.91705
