LC,-127.53804,32.077915,-526.74158
MC,-57.071007,27.419861,-530.9101
MM,-68.572433,-2.2765584,-901.49103
LM,-118.62776,29.506701,-913.80402
FH,-137.7384,45.54245,-552.81219
TT,-100.03329,-0.31603068,-545.05939
T1,-99.61853,4.1231928,-535.28168
T2,-101.34335,-0.86046976,-565.06775
T3,-104.82226,3.1503451,-591.62354
T4,-100.03226,4.0581565,-617.04456
T5,-98.820518,4.6731915,-646.40887
T6,-98.378738,4.5610981,-680.55963
T7,-99.637894,4.7575283,-721.6767
T8,-100.03828,6.9144726,-750.86017
T9,-99.494415,6.4859662,-784.01324
T10,-97.477623,5.2350483,-821.42065
T11,-97.705322,2.9434483,-849.75806
T12,-98.996696,-1.338709,-877.28937
F1,-126.87201,47.495602,-576.17792
F2,-122.3987,49.107018,-607.57062
F3,-120.97961,47.388756,-643.14581
F4,-118.02174,45.799843,-671.91364
F5,-116.52591,44.018375,-699.14276
F6,-116.41345,42.466885,-725.98669
F7,-114.56586,40.685955,-761.21045
F8,-112.24524,38.658878,-797.00043
F9,-111.51407,35.642033,-833.29761
F10,-111.77443,30.896635,-887.0177
