LC,-137.98749,36.567478,-370.55798
MC,-79.639099,21.189344,-374.39963
MM,-110.33504,7.0877256,-695.10632
LM,-149.31339,42.351517,-704.57172
FH,-146.64342,49.499283,-389.45285
TT,-124.05492,3.9390926,-391.34241
T1,-121.04018,7.6170707,-381.82468
T2,-124.76864,2.9029059,-404.8653
T3,-123.20075,4.984776,-424.46536
T4,-123.85926,5.822196,-444.45377
T5,-123.30909,6.3494573,-461.7739
T6,-122.86661,7.0800409,-486.59784
T7,-125.99519,8.7814274,-513.1048
T8,-129.12256,10.447522,-535.64734
T9,-130.89871,10.438147,-560.46924
T10,-131.34766,15.302101,-594.64758
T11,-132.49586,13.384871,-629.55115
T12,-132.89597,12.932803,-662.71332
F1,-139.77811,51.62693,-416.26938
F2,-139.87126,51.590466,-437.99893
F3,-139.96841,51.00436,-465.51636
F4,-140.0273,51.247948,-494.98734
F5,-140.07347,51.948376,-525.65863
F6,-139.11815,52.868576,-552.90833
F7,-139.72697,50.243877,-578.33771
F8,-141.64806,46.788754,-615.81317
F9,-142.08311,42.509518,-657.01843
F10,-144.99709,39.223091,-690.84833
