LC,-146.2876,26.240362,-577.64844
MC,-80.247078,-8.668169,-580.03235
MM,-105.19453,-15.009184,-961.08575
LM,-147.77789,32.761017,-982.37268
FH,-149.12393,47.891941,-601.03864
TT,-133.45651,-15.914364,-604.43622
T1,-130.70911,-12.358512,-593.67072
T2,-133.25842,-16.046217,-618.81372
T3,-132.2177,-11.630117,-646.40802
T4,-128.2552,-9.3415327,-675.69189
T5,-124.84579,-9.2137403,-711.07312
T6,-127.06071,-8.7216158,-736.87689
T7,-131.59717,-8.9025211,-767.32904
T8,-130.37733,-5.8867493,-802.40674
T9,-131.49419,-4.1717148,-838.85846
T10,-130.59073,-2.3112013,-889.37
T11,-132.05516,-4.4432254,-919.36853
T12,-134.81802,-10.327625,-946.13422
F1,-143.29704,44.17775,-637.09186
F2,-143.12657,45.877388,-660.50128
F3,-140.64394,46.431583,-695.98633
F4,-140.855,47.814442,-722.47156
F5,-139.65364,45.812706,-750.28876
F6,-138.00378,44.860527,-776.89343
F7,-135.19113,43.087162,-820.72009
F8,-135.34387,38.959267,-863.01257
F9,-137.38628,33.82317,-914.72668
F10,-142.13043,29.813004,-955.34332
