LC,-138.60097,17.880747,-558.59229
MC,-65.586082,17.429756,-560.7356
MM,-82.099106,-13.678263,-955.64337
LM,-134.94165,20.583832,-970.96625
FH,-152.67166,29.624598,-579.43811
TT,-103.62634,-11.766748,-583.54803
T1,-104.55,-8.7942781,-572.49786
T2,-104.07197,-10.316395,-602.74121
T3,-103.85993,-8.0081234,-626.26208
T4,-103.74873,-6.9626327,-656.99744
T5,-103.71458,-6.7916446,-683.17157
T6,-108.25156,-1.4507625,-723.28918
T7,-109.80718,-4.7881374,-764.58466
T8,-110.98479,-2.584121,-797.50964
T9,-111.13185,-3.6565733,-833.85638
T10,-110.6671,-5.3253522,-871.48505
T11,-110.85574,-7.3464084,-897.74377
T12,-110.04797,-13.887927,-924.11292
F1,-145.15297,35.515347,-604.0639
F2,-139.82846,40.708897,-638.85577
F3,-139.33731,41.954937,-669.9928
F4,-138.54527,42.125919,-706.26465
F5,-138.25299,42.859985,-738.36383
F6,-135.382,39.691406,-787.26843
F7,-132.46034,38.571465,-823.19501
F8,-128.97478,31.934301,-871.72577
F9,-126.92477,28.488659,-909.86371
F10,-128.61742,21.931736,-948.88104
