LC,88.606445,189.34521,480.27957
MC,165.53807,182.66286,475.61774
MM,137.27739,147.10638,119.92417
LM,78.154961,162.74417,105.82648
FH,77.83593,195.72244,467.46829
TT,110.91861,147.93024,459.08167
T1,112.62923,152.62073,468.28757
T2,110.82421,147.99738,441.26334
T3,111.07676,150.76109,410.60248
T4,111.04662,147.92171,383.84787
T5,111.33314,148.18015,351.04724
T6,109.49297,149.03746,320.48761
T7,109.95319,148.28954,282.21835
T8,112.71999,147.29651,244.59511
T9,110.92712,145.63072,210.32961
T10,111.8624,142.59079,182.8461
T11,109.2562,140.46326,157.39334
T12,108.81601,136.46555,136.21635
F1,84.835976,203.58434,434.36462
F2,83.193779,203.30724,407.78091
F3,86.086609,199.47304,367.22519
F4,85.59288,195.58124,335.97913
F5,85.8908,191.8461,290.70477
F6,87.315353,186.66101,249.29231
F7,87.494537,182.07388,210.87881
F8,86.774078,175.1727,178.31747
F9,86.5952,169.02057,152.53737
F10,85.365883,164.13538,124.1707
