LC,-142.94743,28.947353,-420.69922
MC,-84.140106,22.142487,-424.17029
MM,-97.738533,-4.181819,-778.33215
LM,-144.78676,26.590805,-793.62366
FH,-154.34442,32.134609,-441.11972
TT,-122.39056,-1.1033627,-435.47318
T1,-121.38792,-1.334319,-436.24213
T2,-121.01282,-0.51425165,-450.32462
T3,-119.33186,-0.31988373,-472.03845
T4,-119.10244,-0.66171223,-502.18442
T5,-119.96404,-1.1360215,-525.82428
T6,-119.78695,-1.4684635,-552.74561
T7,-119.89867,-1.1647409,-583.43427
T8,-121.64309,-1.1131574,-618.06738
T9,-120.04945,-0.27237654,-651.8028
T10,-122.4884,-0.34877026,-689.93555
T11,-121.09515,-0.28689674,-724.57343
T12,-121.12367,-3.363915,-758.51044
F1,-148.57584,37.798042,-467.9903
F2,-146.50713,37.828892,-495.35641
F3,-145.68199,37.251812,-514.08344
F4,-146.6709,36.82922,-546.2113
F5,-147.01985,38.095272,-571.28888
F6,-146.44475,37.669579,-606.03851
F7,-145.67274,35.030712,-637.92786
F8,-144.60785,32.736092,-684.64215
F9,-142.05029,29.773499,-728.79608
F10,-142.36723,26.399582,-771.0929
