LC,-131.54924,24.927883,-465.2789
MC,-69.725945,19.73444,-470.5759
MM,-77.627251,8.6593494,-781.72961
LM,-123.28875,29.607203,-789.24701
FH,-146.60582,33.770714,-485.19333
TT,-105.96163,-6.1220684,-484.60217
T1,-106.65865,-1.485623,-474.23276
T2,-110.90093,-7.7131495,-496.32419
T3,-111.27632,-1.2160815,-525.63281
T4,-110.59852,1.208555,-551.63049
T5,-108.3528,1.8157506,-578.10712
T6,-108.99687,3.5282083,-603.20557
T7,-109.93468,5.2189579,-632.37543
T8,-108.65826,5.6890798,-659.79926
T9,-109.31818,8.0802565,-691.81665
T10,-107.56104,9.100708,-716.9892
T11,-105.50863,7.5168257,-745.4892
T12,-104.57682,4.1846952,-764.38068
F1,-139.08472,40.617096,-510.09085
F2,-136.9908,42.767357,-539.63654
F3,-136.84282,43.463852,-561.81116
F4,-137.43004,41.362888,-584.5824
F5,-133.98811,42.302658,-613.94537
F6,-134.62305,41.070324,-635.52136
F7,-131.68852,40.489994,-663.84882
F8,-129.36143,38.592773,-694.73517
F9,-126.36511,36.144203,-726.40942
F10,-123.5064,31.697382,-762.45905
