LC,-173.46951,1.2510036,-528.76636
MC,-124.42602,-52.039711,-536.89551
MM,-122.81334,-14.328575,-885.0141
LM,-151.83369,43.007881,-892.4234
FH,-172.28023,22.338306,-547.55017
TT,-172.71684,-44.569401,-556.24048
T1,-172.06325,-43.056335,-550.26648
T2,-172.39468,-44.070488,-564.95667
T3,-171.65512,-37.125336,-587.73456
T4,-168.229,-33.571766,-617.53851
T5,-165.08273,-30.840624,-645.22876
T6,-165.34012,-25.437134,-674.28619
T7,-162.01497,-22.047487,-699.20367
T8,-160.18123,-15.93475,-731.06073
T9,-158.53253,-11.443521,-762.50665
T10,-154.68155,-6.3606515,-796.35046
T11,-153.06639,-2.931885,-827.11475
T12,-152.33792,-1.6997266,-857.45288
F1,-163.95682,23.802471,-574.25824
F2,-160.23535,28.846941,-616.39624
F3,-159.41817,30.618481,-648.61212
F4,-157.5415,33.723129,-682.91327
F5,-153.46234,37.112446,-714.79901
F6,-152.22264,38.02644,-755.58344
F7,-151.29831,38.199375,-788.24615
F8,-148.96892,37.813805,-816.98285
F9,-150.73254,36.058949,-842.23779
F10,-149.92435,39.222652,-873.7453
