LC,-126.03278,40.708561,-485.7041
MC,-64.807724,14.56933,-486.88455
MM,-116.27769,-1.9934845,-816.3725
LM,-167.60226,24.368713,-814.75909
FH,-129.65997,52.775887,-506.43964
TT,-106.9586,3.0299034,-502.88498
T1,-106.52749,8.3281469,-494.40656
T2,-108.62828,2.5060954,-511.12241
T3,-109.08892,2.0939465,-526.38477
T4,-111.70007,2.766525,-560.98267
T5,-112.38624,3.76367,-592.50311
T6,-116.1127,3.3008213,-618.8999
T7,-121.35855,4.3909984,-645.69836
T8,-123.16843,5.6504636,-671.32379
T9,-126.0872,4.8306942,-701.14905
T10,-130.44601,3.495146,-732.07532
T11,-135.27238,-0.076081574,-762.31616
T12,-139.53671,-3.9970202,-787.05573
F1,-129.67395,53.860973,-546.36365
F2,-130.49109,52.569664,-575.17456
F3,-132.49512,50.724049,-601.49469
F4,-134.70699,47.801929,-634.19373
F5,-135.90488,44.845818,-665.47827
F6,-139.5128,42.427509,-692.08362
F7,-142.98839,38.859436,-717.8587
F8,-149.75282,32.383976,-750.97229
F9,-154.06873,29.254292,-773.23407
F10,-158.00703,27.400715,-797.18781
