LC,60.06147,103.6619,397.46997
MC,111.11047,67.152603,391.50256
MM,101.37342,80.080658,56.647644
LM,77.490227,125.21095,46.647423
FH,57.930183,119.34389,377.50235
TT,64.03463,69.632866,376.94656
T1,67.070129,72.269028,387.54565
T2,64.079849,68.073204,366.38651
T3,65.098984,72.80101,338.54764
T4,66.746376,72.553467,315.49377
T5,66.236382,74.155525,284.8949
T6,67.866516,74.220451,265.0668
T7,67.916718,76.186455,237.89191
T8,69.030815,77.97097,209.55238
T9,72.68972,82.831833,181.36023
T10,73.958748,86.507607,158.14755
T11,75.342422,88.883804,122.17099
T12,74.815216,91.338661,89.682816
F1,60.202194,116.80257,360.89874
F2,67.662743,117.66229,340.15027
F3,67.564941,120.05317,310.19717
F4,66.59227,119.98091,279.59317
F5,67.134285,121.40899,253.6552
F6,71.024002,120.09223,217.86543
F7,73.753799,119.82185,169.62592
F8,76.146416,120.20509,125.66479
F9,79.813873,121.39124,89.840828
F10,79.555099,122.29297,64.730278
