LC,-128.26,49.5768,-401.024
MC,-78.9306,17.1103,-408.602
MM,-118.444,3.37505,-726.355
LM,-146.86,49.4553,-736.171
FH,-128.688,68.0321,-418.906
TT,-122.929,10.1654,-424.21
T1,-118.862,17.1214,-413.315
T2,-124.494,10.3639,-430.806
T3,-122.807,12.9168,-456.905
T4,-122.465,13.1109,-479.551
T5,-122.108,13.2466,-499.639
T6,-123.576,12.8764,-516.259
T7,-126.281,12.8717,-545.125
T8,-131.448,17.4286,-573.771
T9,-132.748,19.7845,-610.005
T10,-133.253,18.9176,-639.885
T11,-134.136,17.5076,-664.206
T12,-135.521,14.9134,-686.922
F1,-128.431,69.6541,-429.99
F2,-124.86,66.3337,-451.579
F3,-124.786,66.0327,-478.114
F4,-124.676,66.0548,-509.038
F5,-125.98,63.6483,-536.895
F6,-126.775,60.9176,-561.392
F7,-125.44,59.7628,-595.994
F8,-128.399,53.614,-646.532
F9,-129.936,48.6258,-693.151
F10,-138.9,48.0412,-724.707
