LC,-159.37076,24.5312,-522.46881
MC,-98.973679,-9.8050632,-531.57251
MM,-120.36771,-7.5158343,-896.61542
LM,-159.46216,40.262356,-906.31799
FH,-170.16292,39.691929,-543.73395
TT,-150.56329,-15.131401,-549.15234
T1,-145.93942,-14.6233,-539.55853
T2,-150.86067,-12.831599,-567.62787
T3,-149.45398,-9.818408,-598.97589
T4,-148.85931,-9.0395765,-627.17798
T5,-150.41756,-7.1705813,-655.54193
T6,-148.55405,-7.578496,-687.68359
T7,-147.95108,-2.7768381,-726.00073
T8,-147.45851,1.8261864,-770.31647
T9,-148.28679,3.6957388,-805.64496
T10,-146.81042,1.8575584,-841.84137
T11,-149.42529,-0.20000409,-866.58478
T12,-149.47636,-3.2295148,-881.58563
F1,-162.65025,43.344383,-569.16595
F2,-159.77673,46.228729,-602.88837
F3,-158.73634,47.707611,-633.46613
F4,-158.22871,47.151188,-663.94226
F5,-157.39664,47.645729,-693.05908
F6,-155.71915,48.11964,-721.74548
F7,-153.86093,46.462337,-754.29816
F8,-153.87154,42.956612,-791.83466
F9,-153.26378,41.499603,-831.24408
F10,-154.78004,39.013382,-874.42285
