LC,-152.2133,17.716013,-579.78076
MC,-77.289612,4.8595004,-582.98395
MM,-81.731506,-13.755869,-955.43225
LM,-138.56526,16.172607,-966.73962
FH,-158.27666,31.986437,-608.76117
TT,-125.64617,-19.936686,-608.37415
T1,-125.93747,-15.711246,-594.84717
T2,-125.96899,-21.231256,-618.51874
T3,-127.0221,-15.459824,-641.95441
T4,-121.11674,-13.01774,-672.07172
T5,-120.78038,-12.244943,-698.47394
T6,-120.62748,-12.87771,-725.57556
T7,-119.06057,-13.830281,-751.07422
T8,-118.5106,-12.335653,-785.3288
T9,-116.72414,-10.479767,-816.65814
T10,-114.25929,-7.3264523,-853.37982
T11,-112.51094,-5.4884491,-889.02917
T12,-113.03587,-9.9554214,-918.89496
F1,-150.16853,36.97348,-633.17474
F2,-146.26012,37.265499,-658.52747
F3,-142.6666,39.634491,-696.3078
F4,-141.03874,37.431992,-726.34973
F5,-139.05524,36.388451,-758.44031
F6,-136.76958,34.781971,-797.4646
F7,-133.21158,32.895691,-835.86517
F8,-131.89935,27.774826,-878.34399
F9,-131.81384,22.157612,-916.0799
F10,-133.354,19.296013,-948.28082
