LC,-161.69295,37.429028,-549.05042
MC,-93.12883,1.521028,-549.17078
MM,-85.268204,-2.4284742,-883.32104
LM,-123.49768,43.654343,-901.64453
FH,-164.26335,53.633339,-573.16034
TT,-145.08546,-10.452375,-573.81262
T1,-144.59254,-4.6795845,-559.0921
T2,-145.21223,-11.007111,-575.66125
T3,-142.91603,-6.9042444,-597.55347
T4,-141.86542,-2.5786648,-626.63098
T5,-136.62292,-2.0855629,-648.99963
T6,-134.33435,-1.1877618,-675.12195
T7,-132.79639,0.90749544,-698.75427
T8,-129.04004,4.9211931,-732.01532
T9,-125.88517,9.3126907,-765.36591
T10,-119.42212,11.461432,-803.94073
T11,-114.14503,9.5417967,-837.14984
T12,-113.25628,4.4305334,-860.74091
F1,-152.83714,52.3311,-593.58661
F2,-147.127,51.274162,-624.54816
F3,-142.93398,51.169788,-652.26746
F4,-137.11351,51.4095,-683.75629
F5,-130.79602,51.270939,-715.70734
F6,-125.08717,50.652222,-746.66052
F7,-121.93768,47.207146,-780.29871
F8,-117.913,45.328392,-819.43152
F9,-117.85475,41.107533,-857.62866
F10,-119.43227,41.369564,-880.76978
