LC,-139.792,34.976,-465.973
MC,-86.4335,0.791582,-471.709
MM,-103.374,-0.370162,-805.613
LM,-136.516,44.4249,-820.072
FH,-139.998,52.5452,-484.644
TT,-132.185,-3.19908,-491.179
T1,-131.492,-0.099754,-484.144
T2,-132.656,-1.94371,-504.248
T3,-130.842,0.786549,-529.752
T4,-130.821,1.64772,-562.659
T5,-130.426,1.93821,-584.468
T6,-130.01,3.0162,-613.513
T7,-129.651,5.68516,-651.247
T8,-129.89,9.22737,-679.95
T9,-128.732,10.4281,-708.986
T10,-128.784,11.9284,-736.72
T11,-128.318,10.0835,-758.807
T12,-130.062,10.0709,-782.414
F1,-146.095,48.7709,-494.632
F2,-139.812,46.8177,-515.013
F3,-136.136,46.9202,-554.347
F4,-133.607,46.6067,-582.155
F5,-132.516,46.2815,-613.506
F6,-131.976,44.806,-644.706
F7,-131.018,42.8618,-684.091
F8,-130.543,41.3919,-716.846
F9,-132.438,38.4529,-760.337
F10,-135.57,38.5522,-801.202
